MDP,MDV,MNZT,MZT,NDB,NDO,NDZ,RDR1,RDR2,RDR3,RDelbow2,RDelbow3,RUR1,RUR2,RUR3,RUelbow2,RUelbow3,SEL,SIL,bmUnitID,company,dump_date,unit,unit_dynamic_type,unit_type
,,,,,,,30.0,7.4,10.0,750,380,,,,,,,,T_PEHE-1,SSE Generation Ltd,2018-10-14 15:46:00,PEHE-1,RDRE,T
,,,,,,,8.0,8.0,120.0,170,120,,,,,,,,T_PEHE-2,SSE Generation Ltd,2010-01-13 10:59:00,PEHE-2,RDRE,T
,,,,,,,17.5,27.5,15.0,150,80,,,,,,,,T_PEMB-11,RWE Generation UK plc,2018-08-15 14:45:00,PEMB-11,RDRE,T
,,,,,,,17.5,27.5,15.0,150,80,,,,,,,,T_PEMB-21,RWE Generation UK plc,2018-09-29 18:32:00,PEMB-21,RDRE,T
,,,,,,,17.5,27.5,15.0,150,80,,,,,,,,T_PEMB-31,RWE Generation UK plc,2018-06-05 11:58:00,PEMB-31,RDRE,T
,,,,,,,17.5,27.5,15.0,150,80,,,,,,,,T_PEMB-41,RWE Generation UK plc,2018-06-06 13:15:00,PEMB-41,RDRE,T
,,,,,,,17.5,27.5,15.0,150,80,,,,,,,,T_PEMB-51,RWE Generation UK plc,2018-08-16 08:58:00,PEMB-51,RDRE,T
,,,,,,,10.0,15.0,80.0,230,140,,,,,,,,T_RATS-1,Uniper UK Limited,2018-06-26 11:31:00,RATS-1,RDRE,T
,,,,,,,10.0,15.0,80.0,230,140,,,,,,,,T_RATS-2,Uniper UK Limited,2018-06-26 11:31:00,RATS-2,RDRE,T
,,,,,,,10.0,15.0,80.0,230,140,,,,,,,,T_RATS-3,Uniper UK Limited,2018-06-26 11:31:00,RATS-3,RDRE,T
,,,,,,,10.0,15.0,80.0,230,140,,,,,,,,T_RATS-4,Uniper UK Limited,2018-06-26 11:31:00,RATS-4,RDRE,T
,,,,,,,17.0,16.0,15.0,6,3,,,,,,,,T_RATSGT-2,Uniper UK Limited,2018-06-26 11:35:00,RATSGT-2,RDRE,T
,,,,,,,17.0,16.0,15.0,6,3,,,,,,,,T_RATSGT-4,Uniper UK Limited,2018-06-26 11:35:00,RATSGT-4,RDRE,T
,,,,,,,295.0,295.0,295.0,2,1,,,,,,,,T_RCBKO-1,Race Bank Wind Farm Ltd,2018-04-17 05:51:00,RCBKO-1,RDRE,T
,,,,,,,295.0,295.0,295.0,2,1,,,,,,,,T_RCBKO-2,Race Bank Wind Farm Ltd,2018-04-17 05:52:00,RCBKO-2,RDRE,T
,,,,,,,75.0,75.0,75.0,100,50,,,,,,,,T_RMPNO-1,Rampion Offshore Windfarm Ltd,2017-11-26 15:18:00,RMPNO-1,RDRE,T
,,,,,,,75.0,75.0,75.0,100,50,,,,,,,,T_RMPNO-2,Rampion Offshore Windfarm Ltd,2017-11-26 17:21:00,RMPNO-2,RDRE,T
,,,,,,,28.0,47.5,55.0,220,125,,,,,,,,T_ROCK-1,Rocksavage Power Company Ltd,2018-10-12 23:32:00,ROCK-1,RDRE,T
,,,,,,,30.0,30.0,30.0,100,50,,,,,,,,T_RREW-1,E.ON UK plc,2017-08-01 16:23:00,RREW-1,RDRE,T
,,,,,,,30.0,30.0,30.0,100,50,,,,,,,,T_RRWW-1,E.ON UK plc,2017-08-01 16:25:00,RRWW-1,RDRE,T
,,,,,,,25.0,,,,,,,,,,,,T_RUGGT-6,Rugeley Power Generation Ltd,2015-10-29 10:28:00,RUGGT-6,RDRE,T
,,,,,,,25.0,25.0,25.0,20,10,,,,,,,,T_RUGGT-7,Rugeley Power Generation Ltd,2002-11-27 09:49:00,RUGGT-7,RDRE,T
,,,,,,,10.0,10.0,25.0,245,200,,,,,,,,T_RUGPS-6,Rugeley Power Generation Ltd,2015-05-01 08:42:00,RUGPS-6,RDRE,T
,,,,,,,10.0,25.0,,200,,,,,,,,,T_RUGPS-7,Rugeley Power Generation Ltd,2014-12-13 15:17:00,RUGPS-7,RDRE,T
,,,,,,,15.0,8.0,2.0,290,50,,,,,,,,T_RYHPS-1,SP Generation Ltd,2018-10-14 15:31:00,RYHPS-1,RDRE,T
,,,,,,,16.0,16.0,16.0,400,190,,,,,,,,T_SCCL-1,SCCL,2013-02-09 09:42:00,SCCL-1,RDRE,T
,,,,,,,16.0,,,,,,,,,,,,T_SCCL-2,SCCL,2014-04-15 19:14:00,SCCL-2,RDRE,T
,,,,,,,16.0,16.0,16.0,400,18,,,,,,,,T_SCCL-3,SCCL,2013-07-18 09:38:00,SCCL-3,RDRE,T
,,,,,,,10.0,,,,,,,,,,,,T_SCCL-4,SCCL,2001-03-30 11:00:00,SCCLD-1,RDRE,T
,,,,,,,30.0,22.0,22.0,460,300,,,,,,,,T_SEAB-1,Seabank Power Limited,2018-03-13 12:15:00,SEAB-1,RDRE,T
,,,,,,,13.0,13.0,13.0,250,150,,,,,,,,T_SEAB-2,Seabank Power Limited,2018-04-06 10:19:00,SEAB-2,RDRE,T
,,,,,,,14.0,21.0,,180,,,,,,,,,T_SHBA-1,EP UK INVESTMENTS LIMITED,2018-10-04 21:17:00,SHBA-1,RDRE,T
,,,,,,,27.0,55.0,,260,,,,,,,,,T_SHBA-2,EP UK INVESTMENTS LIMITED,2018-10-10 20:56:00,SHBA-2,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_SIZB-1,EDF Energy Nuclear Generation,2010-12-15 12:44:00,SIZB-1,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_SIZB-2,EDF Energy Nuclear Generation,2010-12-15 12:44:00,SIZB-2,RDRE,T
,,,,,,,12.0,12.0,12.0,30,3,,,,,,,,T_SLOY-2,SSE Generation Ltd,2005-03-31 23:00:00,SLOY-2,RDRE,T
,,,,,,,15.0,15.0,15.0,30,3,,,,,,,,T_SLOY-3,SSE Generation Ltd,2008-07-29 12:28:00,SLOY-3,RDRE,T
,,,,,,,1.0,16.0,14.5,365,220,,,,,,,,T_SPLN-1,Spalding Energy Company Ltd,2018-10-04 18:55:00,SPLN-1,RDRE,T
,,,,,,,17.5,41.0,11.0,125,43,,,,,,,,T_STAY-1,RWE Generation UK plc,2018-10-01 17:22:00,STAY-1,RDRE,T
,,,,,,,17.5,41.0,11.0,125,43,,,,,,,,T_STAY-2,RWE Generation UK plc,2018-06-28 09:58:00,STAY-2,RDRE,T
,,,,,,,17.5,41.0,11.0,125,43,,,,,,,,T_STAY-3,RWE Generation UK plc,2018-05-30 14:24:00,STAY-3,RDRE,T
,,,,,,,17.5,41.0,11.0,125,43,,,,,,,,T_STAY-4,RWE Generation UK plc,2018-08-24 13:19:00,STAY-4,RDRE,T
,,,,,,,100.0,,,,,,,,,,,,T_STRNW-1,SSE Generation Ltd,2015-11-12 16:49:00,STRNW-1,RDRE,T
,,,,,,,20.0,10.0,20.0,440,330,,,,,,,,T_SUTB-1,SUTTON BRIDGE POWER GENERATION,2017-12-09 19:31:00,SUTB-1,RDRE,T
,,,,,,,13.0,6.6,3.7,217,55,,,,,,,,T_SVRP-10,Severn Power Limited,2017-01-15 07:55:00,SVRP-10,RDRE,T
,,,,,,,13.0,6.6,3.7,217,55,,,,,,,,T_SVRP-20,Severn Power Limited,2017-01-15 07:55:00,SVRP-20,RDRE,T
,,,,,,,999.0,,,,,,,,,,,,T_TDBNW-1,SSE Generation Ltd,2013-05-14 08:26:00,TDBNW-1,RDRE,T
,,,,,,,4.0,,,,,,,,,,,,T_TORN-1,EDF Energy Nuclear Generation,2010-12-01 16:41:00,TORN-1,RDRE,T
,,,,,,,4.0,,,,,,,,,,,,T_TORN-2,EDF Energy Nuclear Generation,2010-12-01 16:46:00,TORN-2,RDRE,T
,,,,,,,4.0,6.0,,70,,,,,,,,,T_USKM-13,SIMEC Uskmouth Power Limited,2005-11-22 11:57:00,USKM-13,RDRE,T
,,,,,,,6.0,6.0,,70,,,,,,,,,T_USKM-14,SIMEC Uskmouth Power Limited,2015-04-25 02:25:00,USKM-14,RDRE,T
,,,,,,,4.0,6.0,,70,,,,,,,,,T_USKM-15,SIMEC Uskmouth Power Limited,2005-11-22 11:57:00,USKM-15,RDRE,T
,,,,,,,10.0,4.0,85.0,200,170,,,,,,,,T_WBUPS-1,EDF Energy (WBP) Limited,2018-02-22 12:02:00,WBUPS-1,RDRE,T
,,,,,,,10.0,4.0,85.0,200,170,,,,,,,,T_WBUPS-2,EDF Energy (WBP) Limited,2018-02-22 12:02:00,WBUPS-2,RDRE,T
,,,,,,,10.0,4.0,85.0,200,170,,,,,,,,T_WBUPS-3,EDF Energy (WBP) Limited,2018-02-22 12:03:00,WBUPS-3,RDRE,T
,,,,,,,10.0,4.0,85.0,200,170,,,,,,,,T_WBUPS-4,EDF Energy (WBP) Limited,2018-02-22 12:04:00,WBUPS-4,RDRE,T
,,,,,,,24.0,11.0,30.0,158,30,,,,,,,,T_WBURB-1,EDF Energy (WBP) Limited,2016-02-10 11:24:00,WBURB-1,RDRE,T
,,,,,,,24.0,11.0,30.0,158,30,,,,,,,,T_WBURB-2,EDF Energy (WBP) Limited,2016-02-10 11:23:00,WBURB-2,RDRE,T
,,,,,,,24.0,11.0,30.0,158,30,,,,,,,,T_WBURB-3,EDF Energy (WBP) Limited,2016-02-10 11:22:00,WBURB-3,RDRE,T
,,,,,,,191.0,,,,,,,,,,,,T_WDNSO-1,Morecambe Wind Limited,2016-08-23 11:15:00,WDNSO-1,RDRE,T
,,,,,,,191.0,,,,,,,,,,,,T_WDNSO-2,Morecambe Wind Limited,2016-08-23 11:15:00,WDNSO-2,RDRE,T
,,,,,,,13.5,,,,,,,,,,,,T_WHIHW-1,WHWF1985,2018-04-19 12:19:00,WHIHW-1,RDRE,T
,,,,,,,305.0,,,,,,,,,,,,T_WHILW-1,SP Renewables (UK) Limited,2016-08-23 11:16:00,WHILW-1,RDRE,T
,,,,,,,206.0,,,,,,,,,,,,T_WHILW-2,SP Renewables (UK) Limited,2016-08-23 11:16:00,WHILW-2,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_WILCT-1,SembCorp Utilities (UK) Ltd,2017-03-27 14:10:00,WILCT-1,RDRE,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYO-2,Walney Offshore Windfarms Ltd,2013-05-14 08:29:00,WLNYO-2,RDRE,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYO-3,Walney Extension Ltd,2018-04-17 05:38:00,WLNYO-3,RDRE,T
,,,,,,,999.0,999.0,999.0,2,1,,,,,,,,T_WLNYO-4,Walney Extension Ltd,2018-04-17 05:40:00,WLNYO-4,RDRE,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYW-1,Walney Offshore Windfarms Ltd,2013-05-14 08:29:00,WLNYW-1,RDRE,T
,,,,,,,205.0,205.0,205.0,2,1,,,,,,,,T_WTMSO-1,Westermost Rough Limited,2015-06-04 12:59:00,WTMSO-1,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_WYLF-1,NDA,2001-03-22 17:07:00,WYLF-1,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_WYLF-2,NDA,2001-03-22 17:08:00,WYLF-2,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_WYLF-3,NDA,2001-03-22 17:08:00,WYLF-3,RDRE,T
,,,,,,,5.0,,,,,,,,,,,,T_WYLF-4,NDA,2001-03-22 17:09:00,WYLF-4,RDRE,T
,,,,,,,,,,,,999.0,999.0,999.0,-7,-6,,,2__AANGE001,Limejump Energy Limited,2018-09-03 05:27:00,AG-ALIM02,RURI,S
,,,,,,,,,,,,10.0,,,,,,,2__AEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,EAS-EST01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__CEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,LON-EST01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__DEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,MNW-EST01,RURI,G
,,,,,,,,,,,,5.6,,,,,,,2__DPGEN001,E.ON UK plc,2018-04-04 10:56:00,MNW-PGU02,RURI,S
,,,,,,,,,,,,999.0,999.0,999.0,-21,-20,,,2__EANGE001,Limejump Energy Limited,2018-10-01 05:20:00,AG-ELIM02,RURI,S
,,,,,,,,,,,,10.0,,,,,,,2__FMAGN000,DONG Energy Power Sales UK Ltd,2017-11-07 12:00:00,NEE-DON01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__GEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,NWP-EST01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__HEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,STH-EST01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__JEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SEE-EST01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__JVETS000,Vattenfall Energy Trading,2014-03-05 12:00:00,SEE-VTF01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__KEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWA-EST01,RURI,G
,,,,,,,,,,,,10.0,,,,,,,2__LEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWT-EST01,RURI,G
,,,,,,,,,,,,999.0,,,,,,,E_BABAW-1,Statkraft Markets Gmbh,2013-05-14 07:51:00,BABAW-1,RURI,E
,,,,,,,,,,,,0.2,,,,,,,E_BETHW-1,SP Renewables (UK) Limited,2017-08-10 15:46:00,BETHW-1,RURI,E
,,,,,,,,,,,,5.0,,,,,,,E_BRGG-1,Centrica Brigg Limited,2001-03-19 17:15:00,BRGG-1,RURI,E
,,,,,,,,,,,,999.0,,,,,,,E_BTUIW-2,SP Renewables (UK) Limited,2013-05-14 07:57:00,BTUIW-2,RURI,E
,,,,,,,,,,,,999.0,,,,,,,E_BURBO,Orsted Burbo (UK) Limited,2018-04-17 06:11:00,BURBW-1,RURI,E
,,,,,,,,,,,,999.0,,,,,,,E_CLFLW-1,SP Renewables (UK) Limited,2013-05-14 08:01:00,CLFLW-1,RURI,E
,,,,,,,,,,,,10.0,,,,,,,E_FASN-3,SSE Generation Ltd,2005-07-25 11:00:00,FASN3,RURI,E
,,,,,,,,,,,,999.0,,,,,,,E_GLOFW-1,Glens of Foudland Ltd,2013-05-14 08:11:00,GLOFW-1,RURI,E
,,,,,,,,,,,,999.0,,,,,,,E_HLTWW-1,SP Generation Ltd,2013-05-14 08:15:00,HLTWW-1,RURI,E
,,,,,,,,,,,,10.0,,,,,,,E_MANXENR-1,Npower Limited,2001-03-26 11:00:00,MANXENR-1,RURI,E
,,,,,,,,,,,,10.0,,,,,,,I_IFD-ELEE1,Electrabel SA,2001-04-10 11:00:00,IFD-ELEE1,RURI,I
,,,,,,,,,,,,10.0,,,,,,,I_IFD-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFD-INNE1,RURI,I
,,,,,,,,,,,,10.0,,,,,,,I_IFG-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFG-INNE1,RURI,I
,,,,,,,,,,,,10.0,,,,,,,I_IID-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:19:00,IID-ELTR1,RURI,I
,,,,,,,,,,,,10.0,,,,,,,I_IIG-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:20:00,IIG-ELTR1,RURI,I
,,,,,,,,,,,,999.0,,,,,,,T_ANSUW-1,Npower Limited,2013-05-14 07:50:00,ANSUW-1,RURI,T
,,,,,,,,,,,,0.2,,,,,,,T_ARCHW-1,SP Renewables (UK) Limited,2017-08-10 15:46:00,ARCHW-1,RURI,T
,,,,,,,,,,,,10.0,,,,,,,T_BAGE-1,Baglan Operations Ltd,2015-03-27 07:08:00,BAGE-1,RURI,T
,,,,,,,,,,,,3.0,2.0,1.0,-2,-1,,,T_BARK-1,BARKING POWER LIMITED,2004-05-25 07:12:00,BARK-1,RURI,T
,,,,,,,,,,,,3.0,2.0,1.0,-2,-1,,,T_BARKB2,BARKING POWER LIMITED,2004-05-25 07:23:00,BARKB2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_BLLA-1,SP Renewables (UK) Limited,2013-05-14 07:53:00,BLLA-1,RURI,T
,,,,,,,,,,,,0.2,,,,,,,T_BLLA-2,SP Renewables (UK) Limited,2017-08-10 15:45:00,BLLA-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_BOWLW-1,Barrow Offshore Wind Limited,2013-05-14 07:55:00,BOWLW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_BRBEO-1,Burbo Extension Limited,2018-04-17 06:09:00,BRBEO-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_CLDCW-1,Clyde Windfarm (Scotland) Ltd,2013-05-14 08:00:00,CLDCW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_CLDNW-1,Clyde Windfarm (Scotland) Ltd,2013-05-14 08:00:00,CLDNW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_CLDSW-1,Clyde Windfarm (Scotland) Ltd,2013-05-14 08:01:00,CLDSW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_CRGHW-1,Statkraft Markets Gmbh,2013-05-14 08:02:00,CRGHW-1,RURI,T
,,,,,,,,,,,,178.0,,,,,,,T_CRUA-1,SP Generation Ltd,2005-03-31 23:00:00,CRUA-1,RURI,T
,,,,,,,,,,,,178.0,,,,,,,T_CRUA-2,SP Generation Ltd,2005-03-31 23:00:00,CRUA-2,RURI,T
,,,,,,,,,,,,178.0,,,,,,,T_CRUA-3,SP Generation Ltd,2006-01-08 17:21:00,CRUA-3,RURI,T
,,,,,,,,,,,,178.0,,,,,,,T_CRUA-4,SP Generation Ltd,2005-12-28 10:41:00,CRUA-4,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_CRYRW-2,Crystal Rig II Limited,2013-05-14 08:04:00,CRYRW-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-1,First Hydro Company,2018-04-01 05:03:00,DINO-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-2,First Hydro Company,2003-04-07 16:43:00,DINO-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-3,First Hydro Company,2003-04-07 16:44:00,DINO-3,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-4,First Hydro Company,2003-04-12 02:38:00,DINO-4,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-5,First Hydro Company,2018-04-01 05:03:00,DINO-5,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DINO-6,First Hydro Company,2003-04-12 02:39:00,DINO-6,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_DNLWW-1,SP Renewables (UK) Limited,2013-05-14 08:05:00,DNLWW-1,RURI,T
,,,,,,,,,,,,0.2,,,,,,,T_DRSLW-1,SP Renewables (UK) Limited,2017-08-10 15:45:00,DRSLW-1,RURI,T
,,,,,,,,,,,,0.2,,,,,,,T_EWHLW-1,SP Renewables (UK) Limited,2017-08-10 15:45:00,EWHLW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_FALGW-1,Fallago Rig Wind Farm Limited,2013-05-14 08:09:00,FALGW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_FARR-1,Npower Limited,2013-05-14 08:08:00,FAARW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_FARR-2,Npower Limited,2013-05-14 08:08:00,FAARW-2,RURI,T
,,,,,,,,,,,,10.0,,,,,,,T_FASN-2,SSE Generation Ltd,2005-07-25 11:00:00,FASN2,RURI,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-1,First Hydro Company,2018-04-01 05:03:00,FFES-1,RURI,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-2,First Hydro Company,2001-05-28 04:34:00,FFES-2,RURI,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-3,First Hydro Company,2001-05-28 04:34:00,FFES-3,RURI,T
,,,,,,,,,,,,90.0,,,,,,,T_FFES-4,First Hydro Company,2001-05-28 04:34:00,FFES-4,RURI,T
,,,,,,,,,,,,156.0,156.0,156.0,-155,-100,,,T_FOYE-1,SSE Generation Ltd,2017-01-18 07:05:00,FOYE-1,RURI,T
,,,,,,,,,,,,156.0,156.0,156.0,-155,-100,,,T_FOYE-2,SSE Generation Ltd,2017-01-18 07:05:00,FOYE-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_GNFSW-1,Gunfleet Sands Limited,2018-04-17 06:13:00,GNFSW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_GNFSW-2,Gunfleet Sands II Limited,2018-04-17 06:14:00,GNFSW-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_GORDW-1,SSE Generation Ltd,2013-05-14 08:11:00,GORDW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_GRIFW-1,Griffin Wind Farm Ltd,2013-05-14 08:12:00,GRIFW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_GRIFW-2,Griffin Wind Farm Ltd,2013-05-14 08:12:00,GRIFW-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_HADHW-1,SSE Generation Ltd,2013-05-14 08:14:00,HADHW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_KEAD-1,Keadby Generation Limited,2001-04-13 10:49:00,KEAD-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_KILBW-1,Kilbraur Wind Energy Ltd,2013-05-14 08:16:00,KILBW-1,RURI,T
,,,,,,,,,,,,11.0,11.0,11.0,-100,-80,,,T_KILLPG-1,Uniper UK Limited,2001-04-24 18:27:00,KILLPG-1,RURI,T
,,,,,,,,,,,,7.0,,,,,,,T_KILNS-1,Centrica KPS Limited,2005-12-29 07:49:00,KILNS-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_MILWW-1,Millennium Wind Energy Ltd,2013-05-14 08:18:00,MILWW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_MKHLW-1,SP Renewables (UK) Limited,2013-05-14 08:19:00,MKHLW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_OMNDW-1,Ormonde Energy Ltd,2013-05-14 08:22:00,OMNDO-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_RCBKO-1,Race Bank Wind Farm Ltd,2018-04-17 06:17:00,RCBKO-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_RCBKO-2,Race Bank Wind Farm Ltd,2018-04-17 06:18:00,RCBKO-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_RREW-1,E.ON UK plc,2017-08-01 16:35:00,RREW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_RRWW-1,E.ON UK plc,2017-08-01 16:36:00,RRWW-1,RURI,T
,,,,,,,,,,,,10.0,,,,,,,T_SCCL-4,SCCL,2001-03-30 11:00:00,SCCLD-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_TDBNW-1,SSE Generation Ltd,2013-05-14 08:26:00,TDBNW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_WHILW-1,SP Renewables (UK) Limited,2013-05-14 08:28:00,WHILW-1,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_WHILW-2,SP Renewables (UK) Limited,2013-05-14 08:29:00,WHILW-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYO-2,Walney Offshore Windfarms Ltd,2013-05-14 08:29:00,WLNYO-2,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYO-3,Walney Extension Ltd,2018-04-17 06:20:00,WLNYO-3,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYO-4,Walney Extension Ltd,2018-04-17 06:21:00,WLNYO-4,RURI,T
,,,,,,,,,,,,999.0,,,,,,,T_WLNYW-1,Walney Offshore Windfarms Ltd,2013-05-14 08:30:00,WLNYW-1,RURI,T
,,,,,,,,,,,,200.0,,,,,,,T__HYELT002,EDF Energy Customers PLC,2001-09-17 15:10:00,CULJD-1,RURI,T
,,,,,,,,,,,,1.0,,,,,,,T__KYELT003,AXPO UK LIMITED,2018-06-13 02:17:00,TRMFD-1,RURI,T
,,,,,,,,,,,,1.0,,,,,,,T__MYELT001,Marble Power Limited,2018-06-13 00:04:00,RHAMD-1,RURI,T
,,,,,,,999.0,999.0,999.0,-6,-7,,,,,,,,2__AANGE001,Limejump Energy Limited,2018-09-03 05:28:00,AG-ALIM02,RDRI,S
,,,,,,,10.0,,,,,,,,,,,,2__AEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,EAS-EST01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__CEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,LON-EST01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__DEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,MNW-EST01,RDRI,G
,,,,,,,999.0,999.0,999.0,-20,-21,,,,,,,,2__EANGE001,Limejump Energy Limited,2018-10-01 05:21:00,AG-ELIM02,RDRI,S
,,,,,,,10.0,,,,,,,,,,,,2__FMAGN000,DONG Energy Power Sales UK Ltd,2017-11-07 12:00:00,NEE-DON01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__GEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,NWP-EST01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__HEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,STH-EST01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__JEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SEE-EST01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__JVETS000,Vattenfall Energy Trading,2014-03-05 12:00:00,SEE-VTF01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__KEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWA-EST01,RDRI,G
,,,,,,,10.0,,,,,,,,,,,,2__LEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWT-EST01,RDRI,G
,,,,,,,999.0,,,,,,,,,,,,E_BABAW-1,Statkraft Markets Gmbh,2013-05-14 07:51:00,BABAW-1,RDRI,E
,,,,,,,999.0,,,,,,,,,,,,E_BETHW-1,SP Renewables (UK) Limited,2013-05-14 07:51:00,BETHW-1,RDRI,E
,,,,,,,5.0,,,,,,,,,,,,E_BRGG-1,Centrica Brigg Limited,2001-03-19 17:16:00,BRGG-1,RDRI,E
,,,,,,,999.0,,,,,,,,,,,,E_BTUIW-2,SP Renewables (UK) Limited,2013-05-14 07:56:00,BTUIW-2,RDRI,E
,,,,,,,999.0,,,,,,,,,,,,E_BURBO,Orsted Burbo (UK) Limited,2018-04-17 06:11:00,BURBW-1,RDRI,E
,,,,,,,999.0,,,,,,,,,,,,E_CLFLW-1,SP Renewables (UK) Limited,2013-05-14 08:01:00,CLFLW-1,RDRI,E
,,,,,,,10.0,,,,,,,,,,,,E_CORB-1,CORBY POWER LIMITED,2005-12-07 15:30:00,CORB-1,RDRI,E
,,,,,,,10.0,,,,,,,,,,,,E_FASN-3,SSE Generation Ltd,2005-07-25 11:00:00,FASN3,RDRI,E
,,,,,,,999.0,,,,,,,,,,,,E_GLOFW-1,Glens of Foudland Ltd,2013-05-14 08:10:00,GLOFW-1,RDRI,E
,,,,,,,999.0,,,,,,,,,,,,E_HLTWW-1,SP Generation Ltd,2013-05-14 08:15:00,HLTWW-1,RDRI,E
,,,,,,,10.0,,,,,,,,,,,,E_MANXENR-1,Npower Limited,2001-03-26 11:00:00,MANXENR-1,RDRI,E
