MDP,MDV,MNZT,MZT,NDB,NDO,NDZ,RDR1,RDR2,RDR3,RDelbow2,RDelbow3,RUR1,RUR2,RUR3,RUelbow2,RUelbow3,SEL,SIL,bmUnitID,company,dump_date,unit,unit_dynamic_type,unit_type
,,,,,,,10.0,,,,,,,,,,,,I_IFD-ELEE1,Electrabel SA,2001-04-10 11:00:00,IFD-ELEE1,RDRI,I
,,,,,,,10.0,,,,,,,,,,,,I_IFD-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFD-INNE1,RDRI,I
,,,,,,,10.0,,,,,,,,,,,,I_IFG-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFG-INNE1,RDRI,I
,,,,,,,10.0,,,,,,,,,,,,I_IID-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:23:00,IID-ELTR1,RDRI,I
,,,,,,,10.0,,,,,,,,,,,,I_IIG-ELTR1,ElectroRoute Energy Trading,2012-12-28 11:22:00,IIG-ELTR1,RDRI,I
,,,,,,,999.0,,,,,,,,,,,,T_ANSUW-1,Npower Limited,2013-05-14 07:50:00,ANSUW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_ARCHW-1,SP Renewables (UK) Limited,2013-05-14 07:50:00,ARCHW-1,RDRI,T
,,,,,,,10.0,,,,,,,,,,,,T_BAGE-1,Baglan Operations Ltd,2015-09-24 08:51:00,BAGE-1,RDRI,T
,,,,,,,1.0,2.0,3.0,-1,-2,,,,,,,,T_BARK-1,BARKING POWER LIMITED,2004-05-25 07:13:00,BARK-1,RDRI,T
,,,,,,,1.0,2.0,3.0,-1,-2,,,,,,,,T_BARKB2,BARKING POWER LIMITED,2004-05-25 07:27:00,BARKB2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_BLLA-1,SP Renewables (UK) Limited,2013-05-14 07:53:00,BLLA-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_BOWLW-1,Barrow Offshore Wind Limited,2013-05-14 07:54:00,BOWLW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_BRBEO-1,Burbo Extension Limited,2018-04-17 06:08:00,BRBEO-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_CLDCW-1,Clyde Windfarm (Scotland) Ltd,2013-05-14 07:59:00,CLDCW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_CLDNW-1,Clyde Windfarm (Scotland) Ltd,2013-05-14 08:00:00,CLDNW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_CLDSW-1,Clyde Windfarm (Scotland) Ltd,2013-05-14 08:00:00,CLDSW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_CRGHW-1,Statkraft Markets Gmbh,2013-05-14 08:02:00,CRGHW-1,RDRI,T
,,,,,,,178.0,,,,,,,,,,,,T_CRUA-1,SP Generation Ltd,2005-03-31 23:00:00,CRUA-1,RDRI,T
,,,,,,,178.0,,,,,,,,,,,,T_CRUA-2,SP Generation Ltd,2005-03-31 23:00:00,CRUA-2,RDRI,T
,,,,,,,178.0,,,,,,,,,,,,T_CRUA-3,SP Generation Ltd,2006-01-08 17:22:00,CRUA-3,RDRI,T
,,,,,,,178.0,,,,,,,,,,,,T_CRUA-4,SP Generation Ltd,2006-01-17 22:23:00,CRUA-4,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_CRYRW-2,Crystal Rig II Limited,2013-05-14 08:03:00,CRYRW-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DINO-1,First Hydro Company,2018-04-01 05:03:00,DINO-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DINO-2,First Hydro Company,2003-04-07 16:43:00,DINO-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DINO-3,First Hydro Company,2003-04-07 16:44:00,DINO-3,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DINO-4,First Hydro Company,2003-04-12 02:38:00,DINO-4,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DINO-5,First Hydro Company,2018-04-01 05:03:00,DINO-5,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DINO-6,First Hydro Company,2003-04-12 02:40:00,DINO-6,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_DNLWW-1,SP Renewables (UK) Limited,2013-05-14 08:05:00,DNLWW-1,RDRI,T
,,,,,,,0.2,,,,,,,,,,,,T_EWHLW-1,SP Renewables (UK) Limited,2017-08-10 15:46:00,EWHLW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_FALGW-1,Fallago Rig Wind Farm Limited,2013-05-14 08:08:00,FALGW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_FARR-1,Npower Limited,2013-05-14 08:08:00,FAARW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_FARR-2,Npower Limited,2013-05-14 08:08:00,FAARW-2,RDRI,T
,,,,,,,10.0,,,,,,,,,,,,T_FASN-2,SSE Generation Ltd,2005-07-25 11:00:00,FASN2,RDRI,T
,,,,,,,90.0,,,,,,,,,,,,T_FFES-1,First Hydro Company,2018-04-01 05:03:00,FFES-1,RDRI,T
,,,,,,,90.0,,,,,,,,,,,,T_FFES-2,First Hydro Company,2001-05-28 04:35:00,FFES-2,RDRI,T
,,,,,,,90.0,,,,,,,,,,,,T_FFES-3,First Hydro Company,2001-05-28 04:35:00,FFES-3,RDRI,T
,,,,,,,90.0,,,,,,,,,,,,T_FFES-4,First Hydro Company,2001-05-28 04:35:00,FFES-4,RDRI,T
,,,,,,,6.0,149.0,149.0,-6,-155,,,,,,,,T_FOYE-1,SSE Generation Ltd,2017-01-04 14:31:00,FOYE-1,RDRI,T
,,,,,,,6.0,149.0,149.0,-6,-155,,,,,,,,T_FOYE-2,SSE Generation Ltd,2017-01-04 14:32:00,FOYE-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_GNFSW-1,Gunfleet Sands Limited,2018-04-17 06:13:00,GNFSW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_GNFSW-2,Gunfleet Sands II Limited,2018-04-17 06:15:00,GNFSW-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_GORDW-1,SSE Generation Ltd,2013-05-14 08:11:00,GORDW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_GRIFW-1,Griffin Wind Farm Ltd,2013-05-14 08:11:00,GRIFW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_GRIFW-2,Griffin Wind Farm Ltd,2013-05-14 08:12:00,GRIFW-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_HADHW-1,SSE Generation Ltd,2013-05-14 08:14:00,HADHW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_KEAD-1,Keadby Generation Limited,2001-04-13 10:54:00,KEAD-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_KILBW-1,Kilbraur Wind Energy Ltd,2013-05-14 08:16:00,KILBW-1,RDRI,T
,,,,,,,20.0,,,,,,,,,,,,T_KILNS-1,Centrica KPS Limited,2014-02-28 12:53:00,KILNS-1,RDRI,T
,,,,,,,10.0,,,,,,,,,,,,T_MEDP-1,Medway Power Ltd,2001-11-09 14:48:00,MEDP-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_MILWW-1,Millennium Wind Energy Ltd,2013-05-14 08:17:00,MILWW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_MKHLW-1,SP Renewables (UK) Limited,2013-05-14 08:19:00,MKHLW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_OMNDW-1,Ormonde Energy Ltd,2013-05-14 08:21:00,OMNDO-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_RCBKO-1,Race Bank Wind Farm Ltd,2018-04-17 06:17:00,RCBKO-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_RCBKO-2,Race Bank Wind Farm Ltd,2018-04-17 06:18:00,RCBKO-2,RDRI,T
,,,,,,,13.0,,,,,,,,,,,,T_ROCK-1,Rocksavage Power Company Ltd,2001-03-21 16:25:00,ROCK-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_RREW-1,E.ON UK plc,2017-08-01 16:35:00,RREW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_RRWW-1,E.ON UK plc,2017-08-01 16:35:00,RRWW-1,RDRI,T
,,,,,,,10.0,,,,,,,,,,,,T_SCCL-4,SCCL,2001-03-30 11:00:00,SCCLD-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_TDBNW-1,SSE Generation Ltd,2013-05-14 08:26:00,TDBNW-1,RDRI,T
,,,,,,,1.0,,,,,,,,,,,,T_USKM-13,SIMEC Uskmouth Power Limited,2004-08-25 23:16:00,USKM-13,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_WHILW-1,SP Renewables (UK) Limited,2013-05-14 08:28:00,WHILW-1,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_WHILW-2,SP Renewables (UK) Limited,2013-05-14 08:28:00,WHILW-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYO-2,Walney Offshore Windfarms Ltd,2013-05-14 08:29:00,WLNYO-2,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYO-3,Walney Extension Ltd,2018-04-17 06:20:00,WLNYO-3,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYO-4,Walney Extension Ltd,2018-04-17 06:21:00,WLNYO-4,RDRI,T
,,,,,,,999.0,,,,,,,,,,,,T_WLNYW-1,Walney Offshore Windfarms Ltd,2013-05-14 08:29:00,WLNYW-1,RDRI,T
,,,,,,,200.0,,,,,,,,,,,,T__HYELT002,EDF Energy Customers PLC,2001-09-17 15:10:00,CULJD-1,RDRI,T
,,,,,,,1.0,,,,,,,,,,,,T__KYELT003,AXPO UK LIMITED,2018-06-13 02:18:00,TRMFD-1,RDRI,T
,,,,,,2.000,,,,,,,,,,,,,2__AANGE001,Limejump Energy Limited,2018-09-03 05:23:00,AG-ALIM02,NDZ,S
,,,,,,2.000,,,,,,,,,,,,,2__AEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,EAS-EST01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__CEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,LON-EST01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__DEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,MNW-EST01,NDZ,G
,,,,,,30.000,,,,,,,,,,,,,2__DPGEN001,E.ON UK plc,2018-10-14 13:47:00,MNW-PGU02,NDZ,S
,,,,,,2.000,,,,,,,,,,,,,2__EANGE001,Limejump Energy Limited,2018-10-01 05:14:00,AG-ELIM02,NDZ,S
,,,,,,2.000,,,,,,,,,,,,,2__FMAGN000,DONG Energy Power Sales UK Ltd,2017-11-07 12:00:00,NEE-DON01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__GEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,NWP-EST01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__HEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,STH-EST01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__JEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SEE-EST01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__JVETS000,Vattenfall Energy Trading,2014-03-05 12:00:00,SEE-VTF01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__KEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWA-EST01,NDZ,G
,,,,,,2.000,,,,,,,,,,,,,2__LEENG000,E.ON Energy Solutions Limited,2017-08-01 11:00:00,SWT-EST01,NDZ,G
,,,,,,30.000,,,,,,,,,,,,,2__MPGEN001,E.ON UK plc,2018-10-14 13:42:00,YEP-PGU03,NDZ,S
,,,,,,18.000,,,,,,,,,,,,,2__MPGEN002,E.ON UK plc,2018-10-14 13:44:00,YEP-PGU02,NDZ,S
,,,,,,2.000,,,,,,,,,,,,,2__PSTAT001,Statkraft Markets Gmbh,2014-04-08 13:55:00,CAIRW-2,NDZ,S
,,,,,,2.000,,,,,,,,,,,,,E_BETHW-1,SP Renewables (UK) Limited,2016-08-23 11:01:00,BETHW-1,NDZ,E
,,,,,,10.000,,,,,,,,,,,,,E_BRGG-1,Centrica Brigg Limited,2016-03-31 12:01:00,BRGG-1,NDZ,E
,,,,,,6.000,,,,,,,,,,,,,E_BRYP-1,Centrica Barry Limited,2016-09-30 09:49:00,BRYP-1,NDZ,E
,,,,,,2.000,,,,,,,,,,,,,E_BTUIW-2,SP Renewables (UK) Limited,2016-08-23 11:01:00,BTUIW-2,NDZ,E
,,,,,,20.000,,,,,,,,,,,,,E_BURBO,Orsted Burbo (UK) Limited,2018-04-17 05:44:00,BURBW-1,NDZ,E
,,,,,,8.000,,,,,,,,,,,,,E_CLAC-1,SSE Generation Ltd,2007-10-02 18:13:00,CLAC-1,NDZ,E
,,,,,,2.000,,,,,,,,,,,,,E_CLFLW-1,SP Renewables (UK) Limited,2016-08-23 11:01:00,CLFLW-1,NDZ,E
,,,,,,55.000,,,,,,,,,,,,,E_CORB-1,CORBY POWER LIMITED,2018-10-09 07:32:00,CORB-1,NDZ,E
,,,,,,3.000,,,,,,,,,,,,,E_COWE1,RWE Generation UK plc,2018-03-31 22:58:00,COWE1,NDZ,E
,,,,,,3.000,,,,,,,,,,,,,E_COWE2,RWE Generation UK plc,2018-03-31 22:58:00,COWE2,NDZ,E
,,,,,,30.000,,,,,,,,,,,,,E_CWMD-1,RWE Generation UK plc,2001-03-22 16:24:00,CWMD-1,NDZ,E
,,,,,,999.000,,,,,,,,,,,,,E_DERW-1,Derwent CoGeneration Ltd,2006-06-01 16:17:00,DERW-1,NDZ,E
,,,,,,4.000,,,,,,,,,,,,,E_DIDC1G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC01G,NDZ,E
,,,,,,4.000,,,,,,,,,,,,,E_DIDC2G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC02G,NDZ,E
,,,,,,4.000,,,,,,,,,,,,,E_DIDC3G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC03G,NDZ,E
,,,,,,4.000,,,,,,,,,,,,,E_DIDC4G,RWE Generation UK plc,2016-10-31 00:58:00,DIDC04G,NDZ,E
,,,,,,7.000,,,,,,,,,,,,,E_FASN-3,SSE Generation Ltd,2017-08-04 10:14:00,FASN3,NDZ,E
,,,,,,35.000,,,,,,,,,,,,,E_FAWN-1,ESSO Petroleum Company Ltd,2017-03-08 13:22:00,FAWN-1,NDZ,E
,,,,,,840.000,,,,,,,,,,,,,E_FELL-1,NDA,2002-03-12 15:07:00,FELL-1,NDZ,E
,,,,,,30.000,,,,,,,,,,,,,E_GLOFW-1,Glens of Foudland Ltd,2017-03-31 11:07:00,GLOFW-1,NDZ,E
,,,,,,720.000,,,,,,,,,,,,,E_GYAR-1,RWE Generation UK plc,2018-07-07 07:04:00,GYAR-1,NDZ,E
,,,,,,2.000,,,,,,,,,,,,,E_HBHDW-1,LDV Harburnhead Ltd,2017-03-14 15:04:00,HBHDW-1,NDZ,E
,,,,,,2.000,,,,,,,,,,,,,E_HRHLW-1,SP Renewables (UK) Limited,2017-01-26 10:13:00,HRHLW-1,NDZ,E
,,,,,,80.000,,,,,,,,,,,,,E_KLYN-A-1,Centrica KL Limited,2012-03-16 01:16:00,KLYN-A-1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_LCHWT-1,GFP Trading Ltd,2018-04-27 13:48:00,LCHWT-1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_LSTWY-1,GFP Trading Ltd,2018-04-27 17:13:00,LSTWY-1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_MANXENR-1,Npower Limited,2001-03-26 11:00:00,MANXENR-1,NDZ,E
,,,,,,720.000,,,,,,,,,,,,,E_MARK-1,Npower Limited,2018-03-16 07:49:00,MARK-1,NDZ,E
,,,,,,11.000,,,,,,,,,,,,,E_PETEM1,Centrica PB Limited,2014-06-01 22:08:00,PETEM1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_RDFRB-1,GFP Trading Ltd,2018-04-27 13:48:00,RDFRB-1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_RDFRD-1,GFP Trading Ltd,2018-04-27 13:47:00,RDFRD-1,NDZ,E
,,,,,,1.000,,,,,,,,,,,,,E_SEVINGTN,UK Power Reserve Limited,2018-07-24 09:50:00,SEVIU-1,NDZ,E
,,,,,,720.000,,,,,,,,,,,,,E_SHOS-1,SP Generation Ltd,2018-10-03 14:41:00,SHOS-1,NDZ,E
,,,,,,10.000,,,,,,,,,,,,,E_TAYL2G,Uniper UK Limited,2018-06-26 13:11:00,TAYL2G,NDZ,E
,,,,,,10.000,,,,,,,,,,,,,E_TAYL3G,Uniper UK Limited,2018-06-26 13:16:00,TAYL3G,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_TDRVE-1,GFP Trading Ltd,2018-04-27 13:46:00,TDRVE-1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,E_WTRLN-1,GFP Trading Ltd,2018-04-27 13:50:00,WTRLN-1,NDZ,E
,,,,,,0.000,,,,,,,,,,,,,I_IFD-ELEE1,Electrabel SA,2001-04-10 11:00:00,IFD-ELEE1,NDZ,I
,,,,,,0.000,,,,,,,,,,,,,I_IFD-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFD-INNE1,NDZ,I
,,,,,,0.000,,,,,,,,,,,,,I_IFG-INNE1,RWE Generation UK plc,2001-03-19 12:00:00,IFG-INNE1,NDZ,I
,,,,,,9.000,,,,,,,,,,,,,M_CAS-BEU01,SSE Generation Ltd,2006-09-03 15:11:00,CAS-BEU01,NDZ,T
,,,,,,12.000,,,,,,,,,,,,,M_CAS-CLU01,SSE Generation Ltd,2010-01-26 16:58:00,CAS-CLU01,NDZ,T
,,,,,,9.000,,,,,,,,,,,,,M_CAS-CON01,SSE Generation Ltd,2006-09-03 15:12:00,CAS-CON01,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,M_CAS-GAR01,SSE Generation Ltd,2009-11-20 15:48:00,CAS-GAR01,NDZ,T
,,,,,,6.000,,,,,,,,,,,,,M_CAS-KIL01,SSE Generation Ltd,2018-02-03 20:25:00,CAS-KIL01,NDZ,T
,,,,,,9.000,,,,,,,,,,,,,M_CAS-MOR01,SSE Generation Ltd,2006-09-03 15:13:00,CAS-MOR01,NDZ,T
,,,,,,7.000,,,,,,,,,,,,,M_SLOY-1,SSE Generation Ltd,2018-03-26 16:49:00,SLOY-1,NDZ,T
,,,,,,6.000,,,,,,,,,,,,,M_SLOY-4,SSE Generation Ltd,2010-09-26 08:10:00,SLOY-4,NDZ,T
,,,,,,720.000,,,,,,,,,,,,,T_ABTH7,RWE Generation UK plc,2018-09-30 22:58:00,ABTH7,NDZ,T
,,,,,,4.000,,,,,,,,,,,,,T_ABTH7G,RWE Generation UK plc,2017-03-31 22:58:00,ABTH7G,NDZ,T
,,,,,,720.000,,,,,,,,,,,,,T_ABTH8,RWE Generation UK plc,2018-10-13 08:58:00,ABTH8,NDZ,T
,,,,,,4.000,,,,,,,,,,,,,T_ABTH8G,RWE Generation UK plc,2017-03-31 22:58:00,ABTH8G,NDZ,T
,,,,,,720.000,,,,,,,,,,,,,T_ABTH9,RWE Generation UK plc,2018-10-02 21:31:00,ABTH9,NDZ,T
,,,,,,4.000,,,,,,,,,,,,,T_ABTH9G,RWE Generation UK plc,2017-03-31 22:58:00,ABTH9G,NDZ,T
,,,,,,0.000,,,,,,,,,,,,,T_ANSUW-1,Npower Limited,2013-07-19 11:02:00,ANSUW-1,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_ARCHW-1,SP Renewables (UK) Limited,2016-08-23 11:01:00,ARCHW-1,NDZ,T
,,,,,,720.000,,,,,,,,,,,,,T_BAGE-1,Baglan Operations Ltd,2018-09-13 17:22:00,BAGE-1,NDZ,T
,,,,,,17.000,,,,,,,,,,,,,T_BAGE-2,Baglan Operations Ltd,2018-09-23 20:49:00,BAGE-2,NDZ,T
,,,,,,900.000,,,,,,,,,,,,,T_BARK-1,BARKING POWER LIMITED,2014-07-29 13:49:00,BARK-1,NDZ,T
,,,,,,900.000,,,,,,,,,,,,,T_BARKB2,BARKING POWER LIMITED,2014-07-29 11:35:00,BARKB2,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,T_BHLAW-1,SSE Generation Ltd,2017-03-06 06:32:00,BHLAW-1,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_BLLA-1,SP Renewables (UK) Limited,2016-08-23 11:01:00,BLLA-1,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_BLLA-2,SP Renewables (UK) Limited,2017-01-26 10:12:00,BLLA-2,NDZ,T
,,,,,,20.000,,,,,,,,,,,,,T_BOWLW-1,Barrow Offshore Wind Limited,2018-04-17 05:41:00,BOWLW-1,NDZ,T
,,,,,,20.000,,,,,,,,,,,,,T_BRBEO-1,Burbo Extension Limited,2018-04-17 05:46:00,BRBEO-1,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_CARR-1,Carrington Power Ltd,2018-10-04 07:14:00,CARR-1,NDZ,T
,,,,,,55.000,,,,,,,,,,,,,T_CARR-2,Carrington Power Ltd,2018-06-17 13:00:00,CARR-2,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_CDCL-1,Uniper UK Limited,2018-08-26 22:34:00,CDCL-1,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,T_CLDCW-1,Clyde Windfarm (Scotland) Ltd,2012-11-09 11:08:00,CLDCW-1,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,T_CLDNW-1,Clyde Windfarm (Scotland) Ltd,2012-11-09 11:11:00,CLDNW-1,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,T_CLDSW-1,Clyde Windfarm (Scotland) Ltd,2012-05-11 17:19:00,CLDSW-1,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_CNQPS-1,Uniper UK Limited,2018-08-19 10:03:00,CNQPS-1,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_CNQPS-2,Uniper UK Limited,2018-10-11 16:58:00,CNQPS-2,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_CNQPS-3,Uniper UK Limited,2018-09-15 17:31:00,CNQPS-3,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_CNQPS-4,Uniper UK Limited,2018-06-26 13:13:00,CNQPS-4,NDZ,T
,,,,,,60.000,,,,,,,,,,,,,T_COSO-1,Coryton Energy Company Ltd,2018-09-24 05:38:00,COSO-1,NDZ,T
,,,,,,390.000,,,,,,,,,,,,,T_COTPS-1,EDF Energy (WBP) Limited,2018-10-14 16:10:00,COTPS-1,NDZ,T
,,,,,,480.000,,,,,,,,,,,,,T_COTPS-2,EDF Energy (WBP) Limited,2018-10-07 07:36:00,COTPS-2,NDZ,T
,,,,,,280.000,,,,,,,,,,,,,T_COTPS-3,EDF Energy (WBP) Limited,2018-10-13 20:44:00,COTPS-3,NDZ,T
,,,,,,480.000,,,,,,,,,,,,,T_COTPS-4,EDF Energy (WBP) Limited,2018-10-07 03:53:00,COTPS-4,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,T_CRGHW-1,Statkraft Markets Gmbh,2013-05-10 08:22:00,CRGHW-1,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_CRUA-1,SP Generation Ltd,2018-10-14 10:07:00,CRUA-1,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_CRUA-2,SP Generation Ltd,2018-10-14 09:58:00,CRUA-2,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_CRUA-3,SP Generation Ltd,2018-06-04 14:01:00,CRUA-3,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_CRUA-4,SP Generation Ltd,2018-10-12 05:15:00,CRUA-4,NDZ,T
,,,,,,60.000,,,,,,,,,,,,,T_DAMC-1,SP Generation Ltd,2018-10-02 18:27:00,DAMC-1,NDZ,T
,,,,,,55.000,,,,,,,,,,,,,T_DEEP-1,Deeside Power (UK) Limited,2018-03-22 17:42:00,DEEP-1,NDZ,T
,,,,,,59.000,,,,,,,,,,,,,T_DIDCB5,RWE Generation UK plc,2018-10-08 05:51:00,DIDCB5,NDZ,T
,,,,,,59.000,,,,,,,,,,,,,T_DIDCB6,RWE Generation UK plc,2018-10-14 07:07:00,DIDCB6,NDZ,T
,,,,,,15.000,,,,,,,,,,,,,T_DINO-1,First Hydro Company,2018-10-09 04:00:00,DINO-1,NDZ,T
,,,,,,60.000,,,,,,,,,,,,,T_DINO-2,First Hydro Company,2018-09-28 03:43:00,DINO-2,NDZ,T
,,,,,,60.000,,,,,,,,,,,,,T_DINO-3,First Hydro Company,2018-09-19 03:55:00,DINO-3,NDZ,T
,,,,,,10.000,,,,,,,,,,,,,T_DINO-4,First Hydro Company,2018-10-09 04:02:00,DINO-4,NDZ,T
,,,,,,60.000,,,,,,,,,,,,,T_DINO-5,First Hydro Company,2018-09-23 04:01:00,DINO-5,NDZ,T
,,,,,,60.000,,,,,,,,,,,,,T_DINO-6,First Hydro Company,2018-10-05 03:52:00,DINO-6,NDZ,T
,,,,,,999.000,,,,,,,,,,,,,T_DNGB21,EDF Energy Nuclear Generation,2010-09-29 17:29:00,DNGB21,NDZ,T
,,,,,,999.000,,,,,,,,,,,,,T_DNGB22,EDF Energy Nuclear Generation,2010-09-29 17:29:00,DNGB22,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_DNLWW-1,SP Renewables (UK) Limited,2016-08-23 11:02:00,DNLWW-1,NDZ,T
,,,,,,240.000,,,,,,,,,,,,,T_DRAXX-1,Drax Power Ltd,2018-08-13 11:05:00,DRAXX-1,NDZ,T
,,,,,,12.000,,,,,,,,,,,,,T_DRAXX-10G,Drax Power Ltd,2018-04-04 11:28:00,DRAXX-10G,NDZ,T
,,,,,,12.000,,,,,,,,,,,,,T_DRAXX-12G,Drax Power Ltd,2018-04-04 11:28:00,DRAXX-12G,NDZ,T
,,,,,,120.000,,,,,,,,,,,,,T_DRAXX-2,Drax Power Ltd,2018-10-01 10:06:00,DRAXX-2,NDZ,T
,,,,,,360.000,,,,,,,,,,,,,T_DRAXX-3,Drax Power Ltd,2018-10-14 07:58:00,DRAXX-3,NDZ,T
,,,,,,120.000,,,,,,,,,,,,,T_DRAXX-4,Drax Power Ltd,2018-10-14 06:37:00,DRAXX-4,NDZ,T
,,,,,,240.000,,,,,,,,,,,,,T_DRAXX-5,Drax Power Ltd,2018-10-13 09:46:00,DRAXX-5,NDZ,T
,,,,,,450.000,,,,,,,,,,,,,T_DRAXX-6,Drax Power Ltd,2018-10-13 06:04:00,DRAXX-6,NDZ,T
,,,,,,12.000,,,,,,,,,,,,,T_DRAXX-9G,Drax Power Ltd,2018-04-04 11:28:00,DRAXX-9G,NDZ,T
,,,,,,2.000,,,,,,,,,,,,,T_DRSLW-1,SP Renewables (UK) Limited,2017-01-26 10:12:00,DRSLW-1,NDZ,T
,,,,,,85.000,,,,,,,,,,,,,T_EECL-1,Uniper UK Limited,2018-07-29 12:35:00,EECL-1,NDZ,T
,,,,,,900.000,,,,,,,,,,,,,T_EGGPS-1,EP UK INVESTMENTS LIMITED,2018-02-28 14:34:00,EGGPS-1,NDZ,T
,,,,,,900.000,,,,,,,,,,,,,T_EGGPS-2,EP UK INVESTMENTS LIMITED,2018-02-28 14:33:00,EGGPS-2,NDZ,T
